$28.30	$56.60	$141.50	$283.00	$566.00	$1,132.00	200000
$29.85	$59.70	$149.25	$298.50	$597.00	$1,194.00	200000
$30.20	$60.40	$151.00	$302.00	$604.00	$1,208.00	200000
$30.40	$60.80	$152.00	$304.00	$608.00	$1,216.00	200000
$31.30	$62.60	$156.50	$313.00	$626.00	$1,252.00	200000
$31.50	$63.00	$157.50	$315.00	$630.00	$1,260.00	200000
$32.15	$64.30	$160.75	$321.50	$643.00	$1,286.00	200000
$33.50	$67.00	$167.50	$335.00	$670.00	$1,340.00	200000
$34.20	$68.40	$171.00	$342.00	$684.00	$1,368.00	200000
$35.55	$71.10	$177.75	$355.50	$711.00	$1,422.00	200000
$36.70	$73.40	$183.50	$367.00	$734.00	$1,468.00	200000
$37.75	$75.50	$188.75	$377.50	$755.00	$1,510.00	200000
$38.75	$77.50	$193.75	$387.50	$775.00	$1,550.00	200000
$39.10	$78.20	$195.50	$391.00	$782.00	$1,564.00	200000
$39.25	$78.50	$196.25	$392.50	$785.00	$1,570.00	200000
$39.50	$79.00	$197.50	$395.00	$790.00	$1,580.00	200000
$39.60	$79.20	$198.00	$396.00	$792.00	$1,584.00	200000
$41.45	$82.90	$207.25	$414.50	$829.00	$1,658.00	200000
$42.40	$84.80	$212.00	$424.00	$848.00	$1,696.00	200000
$43.05	$86.10	$215.25	$430.50	$861.00	$1,722.00	200000
$43.75	$87.50	$218.75	$437.50	$875.00	$1,750.00	200000
$46.45	$92.90	$232.25	$464.50	$929.00	$1,858.00	200000
$50.95	$101.90	$254.75	$509.50	$1,019.00	$2,038.00	200000
$54.35	$108.70	$271.75	$543.50	$1,087.00	$2,174.00	200000
$55.15	$110.30	$275.75	$551.50	$1,103.00	$2,206.00	200000
$56.35	$112.70	$281.75	$563.50	$1,127.00	$2,254.00	200000
$58.30	$116.60	$291.50	$583.00	$1,166.00	$2,332.00	222222.3
$59.15	$118.30	$295.75	$591.50	$1,183.00	$2,366.00	208333.4
$60.55	$121.10	$302.75	$605.50	$1,211.00	$2,422.00	333333.4
$61.00	$122.00	$305.00	$610.00	$1,220.00	$2,440.00	333333.4
$62.20	$124.40	$311.00	$622.00	$1,244.00	$2,488.00	333333.4
$63.45	$126.90	$317.25	$634.50	$1,269.00	$2,538.00	333333.4
$64.05	$128.10	$320.25	$640.50	$1,281.00	$2,562.00	333333.4
$65.25	$130.50	$326.25	$652.50	$1,305.00	$2,610.00	333333.4
$66.25	$132.50	$331.25	$662.50	$1,325.00	$2,650.00	454545.5
$69.20	$138.40	$346.00	$692.00	$1,384.00	$2,768.00	454545.5
$70.55	$141.10	$352.75	$705.50	$1,411.00	$2,822.00	454545.5
$74.15	$148.30	$370.75	$741.50	$1,483.00	$2,966.00	454545.5
$76.55	$153.10	$382.75	$765.50	$1,531.00	$3,062.00	769230.9
$79.10	$158.20	$395.50	$791.00	$1,582.00	$3,164.00	769230.9
$85.00	$170.00	$425.00	$850.00	$1,700.00	$3,400.00	769230.9
$91.90	$183.80	$459.50	$919.00	$1,838.00	$3,676.00	2000000
$96.00	$192.00	$480.00	$960.00	$1,920.00	$3,840.00	2000000
